Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Bao Tao,4.1,"Beverages, Shake",₹200 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Cake Shore,4.2,Bakery,₹200 for one,23 min,Restaurant partner follows WHO protocol,Trivandrum
Sweet Truth - Cake and Desserts,3.9,"Desserts, Bakery, Ice Cream",₹200 for one,25 min,Restaurant partner follows WHO protocol,Trivandrum
Tharavattil Plaza Multicuisine Restaurant,4.2,"North Indian, Biryani, Chinese, Sichuan",₹200 for one,24 min,Restaurant partner follows WHO protocol,Trivandrum
The Chinese Box,3.9,"Chinese, Seafood, Beverages, Ice Cream, Desserts, Shake, Sichuan",₹200 for one,35 min,Restaurant partner follows WHO protocol,Trivandrum
The Butter Half Cafe,4.1,"Chinese, Fast Food",₹200 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
Indrapuri Rajadhani,3.8,"South Indian, North Indian, Chinese, Beverages, Seafood, Desserts",₹200 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Ali Express Fresh Juices,4.0,"Sandwich, Pizza, Rolls, Street Food, Desserts, Beverages",₹200 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Ganesh Bhavan,3.9,"South Indian, Beverages",₹200 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Eat & Meet,4.0,"Shake, Juices, Beverages, Desserts, Burger, Shawarma, Fast Food",₹100 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Dessi Cuppa,4.0,"Coffee, Juices, Shake, Beverages, Desserts",₹100 for one,24 min,Restaurant partner follows WHO protocol,Trivandrum
Oriental Spice,3.8,"Thai, Chinese, Beverages, Shake, Sichuan",₹100 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
North Bites,4.1,"Street Food, Beverages",₹100 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Chicken Shack,3.9,Fast Food,₹100 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Annapoorna,4.4,"South Indian, Chinese, Beverages",₹100 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Mooncity,4.1,"Biryani, South Indian, Chinese, North Indian, Juices, Shake, Beverages",₹100 for one,16 min,Restaurant partner follows WHO protocol,Trivandrum
Krishna Hotel,4.2,South Indian,₹100 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
The Cafe Brew,4.0,"Burger, Sandwich, Wraps, Shake, Juices, Beverages",₹100 for one,35 min,Restaurant partner follows WHO protocol,Trivandrum
Cafe Mojo,4.2,"Continental, Thai, Desserts, Pasta, Chinese, Beverages, Shake",₹100 for one,30 min,Restaurant partner follows WHO protocol,Trivandrum
Taco Bell,3.6,"Mexican, Wraps, Fast Food",₹100 for one,52 min,Restaurant partner follows WHO protocol,Trivandrum
Plav Multicuisine Restaurant,4.2,"South Indian, Kerala, Chinese, Beverages",₹100 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Ovenly,4.1,"Bakery, Pizza, Continental, Fast Food, Salad, Desserts",₹150 for one,45 min,Restaurant partner follows WHO protocol,Trivandrum
All Spice,3.8,"Arabian, Fast Food, North Indian, Continental, Kerala, Mughlai",₹150 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Rooster King Restaurant,3.5,"Chinese, North Indian, Biryani, Rolls, Kerala, South Indian",₹150 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Dar Es Salaam Resto,4.2,"South Indian, North Indian, Chinese, Kebab, African, Seafood, Beverages",₹150 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Grand Chef Restaurant,3.7,"Kerala, North Indian, Chinese, Mughlai, Seafood, Sichuan",₹150 for one,48 min,Restaurant partner follows WHO protocol,Trivandrum
The RoadRoler,4.1,"Rolls, Fast Food",₹150 for one,50 min,Restaurant partner follows WHO protocol,Trivandrum
Natural Ice Cream,4.5,Ice Cream,₹150 for one,22 min,Restaurant partner follows WHO protocol,Trivandrum
Day One - The Premium Cake Boulevard,3.9,"Bakery, Desserts, Fast Food, Sandwich",₹150 for one,26 min,Restaurant partner follows WHO protocol,Trivandrum
Ummachis Tharavadu,3.8,"Biryani, South Indian",₹150 for one,50 min,Restaurant partner follows WHO protocol,Trivandrum
Shri Ramdev Marwadi Punjabi Dhaba,3.6,"North Indian, Chinese",₹150 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Shawarma Nation,3.8,"Shawarma, Fast Food, Burger, Shake, Beverages, Desserts",₹150 for one,30 min,Restaurant partner follows WHO protocol,Trivandrum
Cofi Club,4.2,"Cafe, Russian, Fast Food, Beverages",₹150 for one,30 min,Restaurant partner follows WHO protocol,Trivandrum
Keventers - Milkshakes & Desserts,4.3,"Beverages, Shake, Ice Cream, Desserts",₹250 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Jithu Joji - Medical College,3.7,"South Indian, Biryani",₹250 for one,17 min,Restaurant partner follows WHO protocol,Trivandrum
Toi & Moi,3.4,"Burger, Sandwich, Pasta, Fast Food, Continental, Desserts, Shake, Beverages",₹250 for one,46 min,Restaurant partner follows WHO protocol,Trivandrum
Arabian Grills,3.6,"South Indian, Chinese",₹250 for one,29 min,Restaurant partner follows WHO protocol,Trivandrum
Pure Veg Meals By LunchBox,4.0,North Indian,₹250 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Sree Arul Nivas Vegetarian Restaurant,3.9,"South Indian, North Indian, Chinese, Juices",₹250 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
Zamzam Ice Milk,4.3,"Desserts, Ice Cream, Beverages",₹250 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Touchings & Snacks,3.6,"Fast Food, Street Food",₹250 for one,50 min,Restaurant partner follows WHO protocol,Trivandrum
Supreme Dhariya Biriyani,4.1,"Biryani, North Indian, Beverages",₹250 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Breadline,3.7,"Bakery, Juices, Beverages",₹250 for one,21 min,Restaurant partner follows WHO protocol,Trivandrum
Imperial Kitchen,4.5,"South Indian, North Indian, Seafood, Biryani, Italian, Chinese, Beverages, Desserts",₹250 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Charcoal Shawarma,3.6,Shawarma,₹250 for one,20 min,Restaurant partner follows WHO protocol,Trivandrum
Nirvana,4.3,Kerala,₹200 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Spicebridge Restaurant,4.1,"Chinese, North Indian, South Indian, Fast Food, Desserts, Burger, Biryani, Street Food",₹200 for one,45 min,Restaurant partner follows WHO protocol,Trivandrum
Jai Sitha Sweets,4.6,"Mithai, Street Food",₹200 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Curry's N Fry's,3.6,"Kerala, Chinese, Biryani, North Indian",₹200 for one,25 min,Restaurant partner follows WHO protocol,Trivandrum
Makachiyude Payasakada,4.4,Desserts,₹200 for one,23 min,Restaurant partner follows WHO protocol,Trivandrum
Muthassikkoottu,4.1,Street Food,₹200 for one,42 min,Restaurant partner follows WHO protocol,Trivandrum
Pankayam,3.4,"Kerala, Biryani, South Indian, Desserts, Juices",₹200 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Tiffany's,3.8,"Pasta, Burger, Sandwich, Fast Food, Ice Cream, Shake",₹200 for one,59 min,Restaurant partner follows WHO protocol,Trivandrum
Bread Line Bakers,4.3,"Bakery, Fast Food",₹200 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
KGF Food Truck,4.0,"South Indian, Chinese",₹200 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Ice Cube Ice Cream Parlour,4.3,"Ice Cream, Desserts, Beverages, Shake",₹200 for one,20 min,Restaurant partner follows WHO protocol,Trivandrum
Sree Nandhaas,4.3,"Mithai, Desserts, Street Food",₹200 for one,20 min,Restaurant partner follows WHO protocol,Trivandrum
Paris Bake Factory,3.5,"Bakery, Fast Food, Street Food, Shake, Beverages",₹100 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
Grameen Kulfi,4.6,"Ice Cream, Desserts",₹100 for one,22 min,Restaurant partner follows WHO protocol,Trivandrum
Momo Sensei,4.3,Momos,₹100 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Asok's Bake And Bistro,3.6,"South Indian, Chinese, North Indian",₹100 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
High Range Take Away,4.2,Kerala,₹100 for one,23 min,Restaurant partner follows WHO protocol,Trivandrum
Hot & Spicy,2.9,Kerala,₹100 for one,26 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Sri Gavuri Nivas,4.1,"South Indian, Chinese, North Indian, Beverages, Ice Cream",₹100 for one,17 min,Restaurant partner follows WHO protocol,Trivandrum
Darjeeling Momo Co,3.4,"Momos, Sandwich, Burger",₹100 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Thekkathil Chicken Corner,4.2,South Indian,₹100 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Aiswarya Fresh Juice,4.2,"Juices, Shake, Beverages",₹100 for one,30 min,Restaurant partner follows WHO protocol,Trivandrum
Vidhu's Kitchen,4.0,"South Indian, Kerala, Seafood, Biryani",₹100 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Ambadi Restaurant,3.7,"South Indian, Chinese, Biryani, Beverages, Seafood",₹100 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Kluster Kafe,4.1,"Shake, Tea, Beverages, Salad, Fast Food, North Indian, Chinese, Desserts",₹300 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Cafe Zurich,3.1,"Fast Food, Beverages",₹300 for one,35 min,Restaurant partner follows WHO protocol,Trivandrum
Cafe Boba Queen,4.0,"Beverages, Desserts, Fast Food",₹300 for one,42 min,Restaurant partner follows WHO protocol,Trivandrum
Pizza Party,3.2,"Pizza, Fast Food, Beverages",₹300 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Red Velvet Bakers,3.6,Bakery,₹300 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
Kerala House Family Restaurant,4.0,"South Indian, Biryani, Chinese, Shake",₹300 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
BFC - Best Fried Chicken,3.1,Chinese,₹300 for one,47 min,Restaurant partner follows WHO protocol,Trivandrum
Q Nine Restaurant,4.4,"South Indian, Biryani, Chinese, Kebab, Arabian, North Indian, Desserts, Beverages",₹300 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Chola International,4.5,"North Indian, Chinese, Kerala, Beverages, Desserts, Mughlai, Seafood",₹300 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
AP's Payasakada,3.7,Desserts,₹300 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
Rahmaniya Restaurant Kethel's Chicken,4.2,South Indian,₹300 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Magic Momos,4.0,"Momos, Chinese",₹300 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
LF Eats,4.1,"South Indian, Chinese, North Indian, Biryani, Beverages",₹100 for one,34 min,Restaurant partner follows WHO protocol,Trivandrum
The White Food Makers And Restaurant,4.3,"South Indian, Kerala",₹100 for one,42 min,Restaurant partner follows WHO protocol,Trivandrum
PVR Café,3.9,Fast Food,₹100 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
Ambara Multi Cuisine Restaurant,4.0,"South Indian, North Indian, Chinese",₹100 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Chef's Cake World,4.0,"Bakery, Desserts",₹100 for one,17 min,Restaurant partner follows WHO protocol,Trivandrum
Mellow Bay Home Kitchen,New,"North Indian, Chinese, Biryani, Street Food, Beverages",₹100 for one,35 min,Restaurant partner follows WHO protocol,Trivandrum
Starbucks Coffee,3.6,"Beverages, Desserts",₹100 for one,50 min,Restaurant partner follows WHO protocol,Trivandrum
The Gourmet House,3.7,"Continental, Thai, Chinese, Asian, Desserts, Beverages",₹100 for one,30 min,Restaurant partner follows WHO protocol,Trivandrum
Chicky Wok,3.4,"Burger, Fast Food",₹100 for one,26 min,Restaurant partner follows WHO protocol,Trivandrum
Trinity Bakers And Chef,3.8,"North Indian, Chinese, Sichuan",₹100 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
Kingsway Hotel - Grand Duke,3.5,"North Indian, South Indian, Chinese, Seafood, Biryani, Sichuan",₹100 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
New Food Land,3.8,"South Indian, Biryani, Chinese",₹100 for one,38 min,Restaurant partner follows WHO protocol,Trivandrum
Golden Fork By Maurya Rajadhani,4.1,"South Indian, North Indian, Continental",₹200 for one,50 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Pallava Rajadhani,4.1,"North Indian, Mughlai, Chinese, Fast Food, Shake",₹200 for one,41 min,Restaurant partner follows WHO protocol,Trivandrum
Vishnu Ka Dhaba,4.5,North Indian,₹200 for one,35 min,Restaurant partner follows WHO protocol,Trivandrum
The Juice Barrel,4.4,"Beverages, Juices",₹200 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Curry House By Spice Retreat,4.0,"Kerala, Chinese, Biryani, North Indian",₹200 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
Huddles Cafe,4.2,"Continental, Beverages",₹200 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
Sree Nandhaas,4.4,"Mithai, Street Food",₹200 for one,28 min,Restaurant partner follows WHO protocol,Trivandrum
QUI Noshery,4.0,"Coffee, Tea, Shake, Desserts, Beverages",₹200 for one,21 min,Restaurant partner follows WHO protocol,Trivandrum
Spicebridge Restaurant,4.1,"North Indian, South Indian, Biryani, Chinese, Seafood, Desserts",₹200 for one,48 min,Restaurant partner follows WHO protocol,Trivandrum
Hotel Guruvayoorappan,New,"South Indian, Kerala",₹200 for one,24 min,Restaurant partner follows WHO protocol,Trivandrum
Frenchmac,4.3,"Cafe, Coffee, Continental, Pasta, Sandwich, Burger, Desserts",₹200 for one,37 min,Restaurant partner follows WHO protocol,Trivandrum
Panchali By Rajadhani,3.8,"Kerala, South Indian, Chinese, North Indian",₹200 for one,48 min,Restaurant partner follows WHO protocol,Trivandrum
Vaigas Oottupura,4.1,South Indian,₹150 for one,27 min,Restaurant partner follows WHO protocol,Trivandrum
Desi Bites,3.7,"North Indian, Chinese, Street Food, South Indian",₹150 for one,50 min,Restaurant partner follows WHO protocol,Trivandrum
Kiwi Ice Creams,4.6,Ice Cream,₹150 for one,23 min,Restaurant partner follows WHO protocol,Trivandrum
Bait,3.5,"Shawarma, Middle Eastern",₹150 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Kumbayah Kombucha,4.7,Beverages,₹150 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Shappukkada,3.9,"Kerala, South Indian",₹150 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
Chai Cult,4.2,"Tea, Beverages",₹150 for one,23 min,Restaurant partner follows WHO protocol,Trivandrum
Food Station,3.4,"South Indian, Chinese, Sichuan",₹150 for one,36 min,Restaurant partner follows WHO protocol,Trivandrum
It's A Bachelor's Diet,3.8,"South Indian, Biryani, Street Food",₹150 for one,42 min,Restaurant partner follows WHO protocol,Trivandrum
Bakes N Brew,3.1,"North Indian, Fast Food, Pizza, Shake, Beverages",₹150 for one,39 min,Restaurant partner follows WHO protocol,Trivandrum
Ambi's Kitchen,4.5,"Bakery, Desserts",₹150 for one,31 min,Restaurant partner follows WHO protocol,Trivandrum
Ambur Star Briyani,3.6,"Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Sichuan, Desserts",₹150 for one,24 min,Restaurant partner follows WHO protocol,Trivandrum
Revoos Kitchen,2.8,Fast Food,₹250 for one,49 min,Restaurant partner follows WHO protocol,Trivandrum
Surendra Trident Hotel,3.6,"South Indian, Seafood, Chinese, Beverages",₹250 for one,44 min,Restaurant partner follows WHO protocol,Trivandrum
Sree Lekshmi Narayana Bhavan,4.4,South Indian,₹250 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
The Muffin House,3.9,"Pizza, Burger, Bakery, French, Fast Food, Desserts, Cafe, Coffee",₹250 for one,43 min,Restaurant partner follows WHO protocol,Trivandrum
Faasos Signature Wraps and Rolls,3.9,"Rolls, Wraps, Fast Food",₹250 for one,33 min,Restaurant partner follows WHO protocol,Trivandrum
Sri Krishna Sweets,4.3,"Mithai, Desserts",₹250 for one,32 min,Restaurant partner follows WHO protocol,Trivandrum
V Cafe- Meals By PVR,3.5,"Burger, Pizza, Fast Food, Hot dogs",₹250 for one,40 min,Restaurant partner follows WHO protocol,Trivandrum
